Nom_etablissement,Type_etablissement,Libelle_departement,latitude,longitude,Restauration,rest_priority_score
Ecole primaire,École,Bas-Rhin,48.60231262,7.44326333,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.39504674,7.62448426,0,0.474409603
Ecole élémentaire,École,Bas-Rhin,48.48996976,7.66410065,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.41887027,7.49552216,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.43376188,7.48484218,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.44970796,7.54077403,0,0.474409603
Lycée privé Saint-Étienne,Lycée,Bas-Rhin,48.58242878,7.75578582,0,0.474409603
Lycée privé Aquiba,Lycée,Bas-Rhin,48.58985568,7.75307169,0,0.474409603
École européenne de beauté,École,Bas-Rhin,48.61189804,7.7300782,0,0.474409603
Collège Solignac,Collège,Bas-Rhin,48.54743716,7.76268446,0,0.474409603
Collège Foch,Collège,Bas-Rhin,48.5882228,7.75183123,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.20871439,7.57346619,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.78282531,7.86338761,0,0.474409603
Ecole maternelle Jules Hoffmann,École,Bas-Rhin,48.48996976,7.66410065,0,0.474409603
Ecole maternelle,École,Bas-Rhin,48.38611324,7.62669344,0,0.474409603
Ecole élémentaire,École,Bas-Rhin,48.92543826,7.17753471,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.90072489,7.74461676,0,0.474409603
École commerciale privée,École,Bas-Rhin,48.59115827,7.74170991,0,0.474409603
Section d'enseignement général et professionnel adapté du Collège Lezay-Marnésia,Collège,Bas-Rhin,48.54895018,7.7458444,0,0.474409603
Ecole primaire Rohan,École,Bas-Rhin,48.37528922,7.6054847,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.47291528,7.21583996,0,0.474409603
Ecole élémentaire,École,Bas-Rhin,48.30643635,7.33879733,0,0.474409603
Groupe scolaire et periscolaire le Steinberg,Autre,Bas-Rhin,48.84371595,7.62094872,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.72546301,7.36415844,0,0.474409603
Collège Beatus Rhenanus,Collège,Bas-Rhin,48.26305583,7.45692527,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.87825236,7.57893233,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.81926104,8.0063071,0,0.474409603
Collège Nelson Mandela,Collège,Bas-Rhin,48.52084991,7.72096125,0,0.474409603
Section d'enseignement général et professionnel adapté du Collège Nelson Mendela,Collège,Bas-Rhin,48.52084991,7.72096125,0,0.474409603
Section d'enseignement général et professionnel adapté du Collège Solignac,Collège,Bas-Rhin,48.54743716,7.76268446,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.28297066,7.61130699,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.53801773,7.3910296,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.22955939,7.52011517,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.99277164,7.95250615,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.86212889,7.59772195,0,0.474409603
Ecole primaire publique,École,Bas-Rhin,48.77194144,7.74084883,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.97775269,8.07461055,0,0.474409603
Collège privé Aquiba,Collège,Bas-Rhin,48.58985568,7.75307169,0,0.474409603
Ecole primaire privée Yehouda Halevi,École,Bas-Rhin,48.59058185,7.75706351,0,0.474409603
Collège Érasme,Collège,Bas-Rhin,48.59165836,7.70175387,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.35481646,7.31659508,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.76977048,7.41580609,0,0.474409603
Ecole élémentaire intercommunale,École,Bas-Rhin,48.86323873,8.09186569,0,0.474409603
Ecole primaire Laurent Mockers,École,Bas-Rhin,48.77467299,7.99436148,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.9734921,7.04778178,0,0.474409603
Ecole primaire privée Cours Tachbar,École,Bas-Rhin,48.58554548,7.76315671,0,0.474409603
Ecole maternelle,École,Bas-Rhin,48.43922021,7.23891644,0,0.474409603
Ecole primaire Jean de la Fontaine,École,Bas-Rhin,48.37016763,7.40206353,0,0.474409603
Lycée polyvalent Georges Imbert,Lycée,Bas-Rhin,48.93712679,7.08836214,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.96380008,7.8457281,0,0.474409603
Lycée polyvalent Marguerite Yourcenar,Lycée,Bas-Rhin,48.42291477,7.65217586,0,0.474409603
Ecole maternelle,École,Bas-Rhin,48.89096401,7.19831636,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.93339095,7.85499149,0,0.474409603
Ecole primaire privée Beth Hannah,École,Bas-Rhin,48.58960073,7.74494842,0,0.474409603
Ecole primaire les coquelicots,École,Bas-Rhin,48.75848057,7.64747034,0,0.474409603
Ecole maternelle intercommunale,École,Bas-Rhin,48.81278116,8.00840363,0,0.474409603
Ecole maternelle,École,Bas-Rhin,48.32519828,7.29018887,0,0.474409603
Ecole primaire,École,Bas-Rhin,48.96197834,7.14038504,0,0.474409603
Ecole élémentaire La Claquette,École,Bas-Rhin,48.462207,7.20437321,0,0.474409603
Ecole élémentaire,École,Bas-Rhin,48.6673802,7.33368152,0,0.474409603
Ecole primaire de Marlenheim,École,Bas-Rhin,48.62323223,7.48834481,0,0.474409603
Ecole maternelle,École,Bas-Rhin,48.84306011,8.01862282,0,0.474409603
Ecole maternelle,École,Bas-Rhin,48.98122545,7.19240788,0,0.474409603
Ecole maternelle,École,Bas-Rhin,48.67827203,7.31728372,0,0.474409603
L'ICE Serge Comtesse - Academy Coiffure Esthétique,Autre,Bas-Rhin,48.57666806,7.77077287,0,0.474409603
Ecole maternelle privée ABCM Zweisprachigkeit,École,Bas-Rhin,48.57729401,7.74387741,0,0.474409603
Ecole maternelle publique,École,Bas-Rhin,48.92532536,7.7578806,0,0.474409603
Ecole élémentaire,École,Bas-Rhin,48.8817396,7.15824968,0,0.474409603
école primaire publique,École,Bas-Rhin,48.20946793,7.55159949,0,0.474409603
Ecole élémentaire publique Le Rehthal,École,Bas-Rhin,48.8165892,7.28450893,0,0.474409603
Ecole élémentaire privée L'Oliveraie,École,Bas-Rhin,48.60243626,7.74297141,0,0.474409603
Ecole maternelle privée Gan Chalom,École,Bas-Rhin,48.59058185,7.75706351,0,0.474409603
Ecole élémentaire privée Torat Emet Les eaux vives,École,Bas-Rhin,48.58824449,7.75667441,0,0.474409603
Ecole primaire privée Herrade de Landsberg,École,Bas-Rhin,48.56741263,7.75078252,0,0.474409603
Lycée privé Sainte-Anne,Lycée,Bas-Rhin,48.56343411,7.76082025,0,0.474409603
Ecole éléméntaire privée Groupe scolaire Harmonie,École,Bas-Rhin,48.60807087,7.75989353,0,0.474409603
Ecole élémentaire la Mosaïque,École,Bas-Rhin,48.60597702,7.75141006,0,0.474409603
Ecole primaire privée Montessori Saint François d'Assise,École,Bas-Rhin,48.81866209,7.79120539,0,0.474409603
Ecole Privée Pimaire Davidia,École,Bas-Rhin,48.72866373,7.7103768,0,0.474409603
SEP du LPO Geiler de Kaysersberg,Autre,Bas-Rhin,48.58015398,7.75567959,0,0.474409603
Ecole Primaire ABCM Zweisprachigkeit,École,Bas-Rhin,48.3772506,7.70395072,0,0.474409603
Ecole élémentaire privée Edu'sens,École,Bas-Rhin,48.39485144,7.6222843,0,0.474409603
Ecole primaire Privée AutoMômes,École,Bas-Rhin,48.64171901,7.75349939,0,0.474409603
Ecole primaire privée Les Roseaux,École,Bas-Rhin,48.76100521,7.81445325,0,0.474409603
Ecole primaire privée Le Magnolia aux papillons,École,Bas-Rhin,48.93751595,7.88362074,0,0.474409603
Collège privé Parenthèse,Collège,Bas-Rhin,48.59072487,7.74888791,0,0.474409603
Lycée d'enseignement général privé Parenthèse,Lycée,Bas-Rhin,48.59072487,7.74888791,0,0.474409603
Ecole primaire privée Eyyub Sultan,École,Bas-Rhin,48.56272125,7.74396745,0,0.474409603
Lycée Eyyub Sultan,Lycée,Bas-Rhin,48.56272125,7.74396745,0,0.474409603
Ecole élémentaire privée les Pinsons,École,Bas-Rhin,48.54808483,7.74469912,0,0.474409603
International School Strasbourg,Autre,Bas-Rhin,48.5681368,7.77807865,0,0.474409603
Collège privé International School Strasbourg,Collège,Bas-Rhin,48.5681368,7.77807865,0,0.474409603
Lycée Ohel Sarah,Lycée,Bas-Rhin,48.5908986,7.75256873,0,0.474409603
Collège privé Victor Hugo,Collège,Bas-Rhin,48.72864957,7.71030197,0,0.474409603
Ecole élémentaire privée La cour des dragons,École,Bas-Rhin,48.74018344,7.36200128,0,0.474409603
L'école buissionnière - vivante - active -,École,Bas-Rhin,48.35185996,7.25607138,0,0.474409603
Collège privé Saints Louis et Zélie Martin,Collège,Bas-Rhin,48.6002578,7.78123414,0,0.474409603
Collège privé hors contrat Les Roseaux,Collège,Bas-Rhin,48.76100521,7.81445325,0,0.474409603
Ecole matermnelle privée Crechelle,École,Bas-Rhin,48.59096098,7.75267627,0,0.474409603
Ecole primaire Krimmeri,École,Bas-Rhin,48.56136395,7.75308062,0,0.474409603
Ecole élémentaire,École,Hérault,43.7871346,4.03038053,0,0.473970931
Ecole primaire,École,Hérault,43.40370712,2.63158058,0,0.473970931
Ecole primaire Jacques Libretti,École,Hérault,43.48604221,3.30891029,0,0.473970931
Ecole primaire Louis Authie,École,Hérault,43.53365334,3.3335103,0,0.473970931
Ecole élémentaire Marie Rouanet,École,Hérault,43.53398764,2.85819048,0,0.473970931
Ecole primaire Marie Sagnier,École,Hérault,43.51077037,3.51510032,0,0.473970931
Ecole primaire,École,Hérault,43.65337666,3.1487596,0,0.473970931
Ecole primaire,École,Hérault,43.6189376,3.12014004,0,0.473970931
Lycée privé polyvalent Turgot,Lycée,Hérault,43.63749065,3.83286028,0,0.473970931
Ecole primaire,École,Hérault,43.48592861,3.28156971,0,0.473970931
Ecole primaire du Grand Cèdre,École,Hérault,43.58043888,3.06156938,0,0.473970931
Ecole primaire Causse et Buèges,École,Hérault,43.83791731,3.62428014,0,0.473970931
Ecole professionnelle privée Silvya Terrade Béziers,École,Hérault,43.360861,3.24700017,0,0.473970931
Ecole primaire privée Sainte Bernadette,École,Hérault,43.39022626,3.09810967,0,0.473970931
Ecole primaire privée Sainte Jeanne d'Arc,École,Hérault,43.55898048,3.72117005,0,0.473970931
Ecole primaire privée Saint Genies,École,Hérault,43.7016232,3.55252043,0,0.473970931
Ecole primaire privée Sainte Jeanne d'Arc,École,Hérault,43.52444911,3.51904001,0,0.473970931
Ecole primaire privée Notre-Dame de l'Assomption,École,Hérault,43.49980534,3.60745015,0,0.473970931
Ecole primaire Via Domitia,École,Hérault,43.40600572,3.50804505,0,0.473970931
Ecole primaire,École,Hérault,43.51182088,3.27183042,0,0.473970931
Ecole maternelle,École,Hérault,43.2731166,3.17124998,0,0.473970931
Ecole élémentaire,École,Hérault,43.27384425,3.16902015,0,0.473970931
Ecole primaire,École,Hérault,43.55832972,3.52711974,0,0.473970931
Lycée d'enseignement agricole privé Les buissonnets,Lycée,Hérault,43.32759346,3.04797999,0,0.473970931
Lycée d'enseignement agricole privé Institut Marie Sagnier,Lycée,Hérault,43.63170871,3.43296245,0,0.473970931
Lycée d'enseignement agricole privé la Gardiole,Lycée,Hérault,43.49918695,3.71235017,0,0.473970931
Ecole d'Adaptation du Centre APAJ (Ecole élémentaire spécialisée privée),École,Hérault,43.60544661,3.87144946,0,0.473970931
Lycée professionnel agricole privé Maurice Clavel,Lycée,Hérault,43.44335162,3.75792976,0,0.473970931
Ecole professionnelle privée Silvya Terrade Montpellier,École,Hérault,43.60503012,3.87813976,0,0.473970931
Lycée privé Rabelais,Lycée,Hérault,43.60248811,3.88335961,0,0.473970931
Ecole supérieure privée Studio M,Lycée,Hérault,43.63616229,3.82982663,0,0.473970931
Ecole primaire privée bilingue internationale,École,Hérault,43.65009064,4.00119015,0,0.473970931
Section d'enseignement général et technologique du Lycée professionnel privé Turgot,Lycée,Hérault,43.6375936,3.83292992,0,0.473970931
Ecole primaire privée Calandreta Los Dalfinets,École,Hérault,43.41129332,3.68149019,0,0.473970931
Ecole primaire privée Calandreta Dels Polinets,École,Hérault,43.45319448,3.41036043,0,0.473970931
Ecole primaire privée Calandreta Dagtenca,École,Hérault,43.31124872,3.47343952,0,0.473970931
Ecole specialisee privee Parents-Thèse,École,Hérault,43.65786517,3.90372028,0,0.473970931
Section d'enseignement général et professionnel adapté du Collège Max Rouquette,Collège,Hérault,43.65534735,3.49815042,0,0.473970931
Ecole du second degré professionnelle privée Adonis,École,Hérault,43.60671474,3.87878966,0,0.473970931
"Euro Sécuri Med, Institut privé",Autre,Hérault,43.36484403,3.05372371,0,0.473970931
L'école des métiers de la coiffure (Ecole du second degré professionnel privée),École,Hérault,43.66132479,3.90397686,0,0.473970931
Ecole privée de la Grâce,École,Hérault,43.58256118,3.84578046,0,0.473970931
Association l'Ecole Active (Ecole élémentaire privée),École,Hérault,43.34884145,3.21626782,0,0.473970931
Ecole privée Lutherie Lès Maguelone (Ecole second degré prof privée ),École,Hérault,43.53256413,3.86228049,0,0.473970931
Ecole de l'Arbrapépins (Ecole primaire privée),École,Hérault,43.51937281,3.46148996,0,0.473970931
Ecole Active (Ecole secondaire privée),École,Hérault,43.34884145,3.21626782,0,0.473970931
Ecole primaire privée La Buissonnière,École,Hérault,43.62363671,3.96090039,0,0.473970931
Coeur d'école (Ecole primaire privée),École,Hérault,43.5904743,3.76465994,0,0.473970931
Coeur d'école (Ecole secondaire privée),École,Hérault,43.59001418,3.76457706,0,0.473970931
"Organisme de formation-Centre de formation d'apprentis Centre de Formation et de Promotion des MFR Garrigues du Pic St Loup, Claret",Autre,Hérault,43.86054888,3.89468488,0,0.473970931
Ecole Montessori Bilingue de Montpellier (Ecole primaire privée),École,Hérault,43.60128761,3.86322533,0,0.473970931
Ecole Active (Ecole du second degré général privée),École,Hérault,43.34884145,3.21626782,0,0.473970931
Collège Port Marianne,Collège,Hérault,43.60324961,3.90918259,0,0.473970931
Je d'Enfants Ecole Montessori Sud Cevennes (Ecole primaire privée),École,Hérault,43.92351663,3.70823879,0,0.473970931
Christols Institute (Ecole primaire privée),École,Hérault,43.33264705,3.2527145,0,0.473970931
Ecole de la Grâce (Ecole du second degré général privée),École,Hérault,43.58249999,3.84647396,0,0.473970931
Ecole élémentaire privée La Libellule,École,Hérault,43.60015932,3.73931001,0,0.473970931
Collège privé l'Arbrapépins,Collège,Hérault,43.519361,3.4615183,0,0.473970931
Section d'enseignement professionnel du Lycée de Cournonterral,Lycée,Hérault,43.60015932,3.73931001,0,0.473970931
Ecole secondaire privée Saint Dominique Savio,École,Hérault,43.60015932,3.73931001,0,0.473970931
Ecole élémentaire privée Ressources Vives,École,Hérault,43.60015932,3.73931001,0,0.473970931
Ecole secondaire privée Ressources Vives,École,Hérault,43.60015932,3.73931001,0,0.473970931
Section d'enseignement professionnel du Lycée Eugénie Cotton,Lycée,Seine-Saint-Denis,48.86687865,2.43692799,0,0.472109705
Section d'enseignement professionnel du Lycée Lucie Aubrac,Lycée,Seine-Saint-Denis,48.89395126,2.40807379,0,0.472109705
Section d'enseignement professionnel du Lycée Auguste Blanqui,Lycée,Seine-Saint-Denis,48.9030326,2.33394114,0,0.472109705
Section d'enseignement professionnel du Lycée Paul Le Rolland,Lycée,Seine-Saint-Denis,48.92467426,2.4616792,0,0.472109705
Section d'enseignement professionnel du Lycée René Cassin,Lycée,Seine-Saint-Denis,48.89969201,2.51877307,0,0.472109705
Section d'enseignement professionnel du Lycée Alfred Nobel,Lycée,Seine-Saint-Denis,48.90343886,2.54819011,0,0.472109705
Ecole primaire privée Saint Vincent de Paul,École,Seine-Saint-Denis,48.93864266,2.3589303,0,0.472109705
Collège Jean Jaurès,Collège,Seine-Saint-Denis,48.91092882,2.33593165,0,0.472109705
Section d'enseignement professionnel du Lycée Jean Moulin,Lycée,Seine-Saint-Denis,48.94360563,2.46868194,0,0.472109705
Section d'enseignement professionnel du Lycée Eugène Henaff,Lycée,Seine-Saint-Denis,48.87488393,2.43072115,0,0.472109705
Section d'enseignement professionnel du Lycée Henri Sellier,Lycée,Seine-Saint-Denis,48.9182846,2.51601263,0,0.472109705
Section d'enseignement professionnel du Lycée d'application de l'ENNA,Lycée,Seine-Saint-Denis,48.93966067,2.35491116,0,0.472109705
Section d'enseignement professionnel du Lycée Suger,Lycée,Seine-Saint-Denis,48.92890025,2.36662784,0,0.472109705
Section d'enseignement professionnel du Lycée François Rabelais,Lycée,Seine-Saint-Denis,48.9490808,2.41728912,0,0.472109705
Section d'enseignement professionnel du Lycée Maurice Utrillo,Lycée,Seine-Saint-Denis,48.9525759,2.36941173,0,0.472109705
Section d'enseignement professionnel du Lycée André Sabatier,Lycée,Seine-Saint-Denis,48.90760294,2.42922961,0,0.472109705
Section d'enseignement professionnel du Lycée Léonard de Vinci,Lycée,Seine-Saint-Denis,48.96688565,2.5736285,0,0.472109705
Section d'enseignement professionnel du Lycée Blaise Cendrars,Lycée,Seine-Saint-Denis,48.93957305,2.53877663,0,0.472109705
Etablissement Expérimental Nouvelles Chances Clichy,Autre,Seine-Saint-Denis,48.88765281,2.54211943,0,0.472109705
Etablissement Expérimental Nouvelles Chances du Lycée Alfred Costes,Lycée,Seine-Saint-Denis,48.90870421,2.42820796,0,0.472109705
Etablissement Expérimental Nouvelles Chances Lycée Mozart,Lycée,Seine-Saint-Denis,48.94385962,2.46795989,0,0.472109705
Ecole primaire d'application Olympe De Gouges,École,Seine-Saint-Denis,48.91245333,2.48447338,0,0.472109705
Etablissement Expérimental Micro-Lycée de Seine Saint Denis,Lycée,Seine-Saint-Denis,48.93445948,2.41969826,0,0.472109705
Ecole maternelle privée Les Merveilles,École,Seine-Saint-Denis,48.87245004,2.48757961,0,0.472109705
Ecole Maternelle Moderato Montessori,École,Seine-Saint-Denis,48.89097801,2.40932685,0,0.472109705
Ecole élémentaire Fort School,École,Seine-Saint-Denis,48.91723812,2.39604682,0,0.472109705
Groupe Scolaire Privé Bellevue Muhammed Hamidullah (GSPB),Autre,Seine-Saint-Denis,48.91414259,2.5489977,0,0.472109705
Lycée technologique privé Robert Schuman,Lycée,Seine-Saint-Denis,48.94894642,2.41462548,0,0.472109705
Lycée général privé Saint-Germain,Lycée,Seine-Saint-Denis,48.9258196,2.44020967,0,0.472109705
Groupe Scolaire Excelle,Autre,Seine-Saint-Denis,48.94533812,2.47409654,0,0.472109705
Collège privé Protectorat Saint-Joseph,Collège,Seine-Saint-Denis,48.94978824,2.4896207,0,0.472109705
Lycée général privé Saint-Joseph La Salle,Lycée,Seine-Saint-Denis,48.8914849,2.41383676,0,0.472109705
Lycée général privé Sainte Marie,Lycée,Seine-Saint-Denis,48.95551878,2.38438448,0,0.472109705
Ecole Elémentaire Moderato Montessori,École,Seine-Saint-Denis,48.89046641,2.41319087,0,0.472109705
Collège privé Malik Ibn Anas,Collège,Seine-Saint-Denis,48.95569597,2.56254907,0,0.472109705
Collège Germaine Tillion,Collège,Seine-Saint-Denis,48.91759096,2.50602542,0,0.472109705
Ecole élémentaire privée Les Sarments 93,École,Seine-Saint-Denis,48.88424364,2.51630719,0,0.472109705
Collège - Groupe Scolaire Privé APCS,Collège,Seine-Saint-Denis,48.9331643,2.51383774,0,0.472109705
Lycée - Groupe Scolaire Privé APCS,Lycée,Seine-Saint-Denis,48.9331643,2.51383774,0,0.472109705
Ecole Vivante Alternative (EVA),École,Seine-Saint-Denis,48.89508385,2.45336242,0,0.472109705
Ecole Internationale Olympe de Gouges,École,Seine-Saint-Denis,48.91376859,2.33345854,0,0.472109705
Collège Sainte Louise de Marillac,Collège,Seine-Saint-Denis,48.90166706,2.51347578,0,0.472109705
Lycée général du Groupe scolaire privé Bellevue Muhammed Hamidullah,Lycée,Seine-Saint-Denis,48.91414259,2.5489977,0,0.472109705
Lycée général privé La Plume de l'Education,Lycée,Seine-Saint-Denis,48.91238167,2.48203595,0,0.472109705
Lycée Professionnel Ecole de production Paris Grand Nord,École,Seine-Saint-Denis,48.95747126,2.37641238,0,0.472109705
Ecole élémentaire privée Montessori 21 de Pantin,École,Seine-Saint-Denis,48.89130271,2.40226942,0,0.472109705
Lycée agricole privé Saltus campus,Lycée,Seine-Saint-Denis,48.94467404,2.54593564,0,0.472109705
Lycée général privé Lab School Montreuil,Lycée,Seine-Saint-Denis,48.8596103,2.43257135,0,0.472109705
Collège privé Lab School Montreuil,Collège,Seine-Saint-Denis,48.8596103,2.43257135,0,0.472109705
ECOLE MATERNELLE La Casita Montessori,École,Seine-Saint-Denis,48.88218802,2.40950564,0,0.472109705
Ecole maternelle Savigny,École,Seine-Saint-Denis,48.95000662,2.50896708,0,0.472109705
Lycée Al Andalus,Lycée,Seine-Saint-Denis,48.93814871,2.36888226,0,0.472109705
Ecole élémentaire privée Immaculée Conception,École,La Réunion,-20.88220774,55.44972775,0,0.468703781
Ecole primaire privée la Medersa,École,La Réunion,-20.8800497,55.45182313,0,0.468703781
Lycée agricole privé Cluny,Lycée,La Réunion,-20.90629403,55.60580607,0,0.468703781
École d'apprentissage maritime,École,La Réunion,-20.93367909,55.29090039,0,0.468703781
Collège Elie Wiesel du Chaudron,Collège,La Réunion,-20.89304067,55.48490997,0,0.468703781
Maison Familiale Rurale de Saint-Pierre,Autre,La Réunion,-21.28505161,55.46803978,0,0.468703781
Section d'enseignement général et technologique du lycée professionnel J. de Rontaunay,Lycée,La Réunion,-20.88847524,55.47051042,0,0.468703781
Section d'enseignement professionnel général adapté du Collège Privé Alexandre Monnet,Collège,La Réunion,-21.03034734,55.68847368,0,0.468703781
Section d'enseignement professionnel du Lycée Vincendo,Lycée,La Réunion,-21.37716118,55.66821728,0,0.468703781
Section d'enseignement professionnel du Lycée Jean Joly,Lycée,La Réunion,-21.27167607,55.43672628,0,0.468703781
Micro-Lycée Ose 974  du Lycée Ambroise Vollard,Lycée,La Réunion,-21.34235516,55.49024667,0,0.468703781
Micro-Lycée du Lycée Patu de Rosemont St Benoit,Lycée,La Réunion,-21.03855516,55.715042,0,0.468703781
Annexe Collège privé Saint-Charles,Collège,La Réunion,-21.33787943,55.47744443,0,0.468703781
Ecole privée La Cité du Savoir,École,La Réunion,-20.89838218,55.47912126,0,0.468703781
Ecole primaire privée les Petits Curieux,École,La Réunion,-21.26865432,55.51303147,0,0.468703781
Ecole maternelle privée Keed'Scool,École,La Réunion,-20.97186046,55.69050142,0,0.468703781
Ecole élémentaire privée Montessori Les petits matelots,École,La Réunion,-20.92496603,55.49231364,0,0.468703781
Ecole élémentaire privée Montessori Bilingue Graines de vie,École,La Réunion,-21.23708763,55.33180723,0,0.468703781
Ecole primaire privée Montessori les Oliviers,École,La Réunion,-20.89859858,55.48303924,0,0.468703781
Ecole primaire privée Montessori de Saint Denis,École,La Réunion,-20.88752977,55.45527411,0,0.468703781
Ecole secondaire privée Collège Montessori Adolescents du Nord,École,La Réunion,-20.89692475,55.48050386,0,0.468703781
Ecole internationale privée bilingue Ma Kindy St Gilles les Bains,École,La Réunion,-21.06368937,55.22667821,0,0.468703781
Ecole primaire privée My School,École,La Réunion,-21.08519656,55.23901902,0,0.468703781
Ecole primaire privée les Chrysalides Sud,École,La Réunion,-21.28950175,55.50996128,0,0.468703781
Ecole primaire privée Montessori Saint Pierre,École,La Réunion,-21.34925558,55.51273958,0,0.468703781
Ecole primaire privée L'Etoile,École,La Réunion,-21.28610363,55.50813827,0,0.468703781
ECOLE SECONDAIRE PRIVEE  COLLEGE MA KINDY ST GILLES LES BAINS SAINT PAUL,École,La Réunion,-21.06368937,55.22667821,0,0.468703781
ECOLE PRIMAIRE PRIVEE MONTESSORI DE SAINT LOUIS,École,La Réunion,-21.29127007,55.41460408,0,0.468703781
Ecole élémentaire école publique,École,Essonne,48.40622146,2.26386466,0,0.463522093
Ecole primaire école publique,École,Essonne,48.46472882,2.43109788,0,0.463522093
Section d'enseignement professionnel du lycée polyvalent Gaspard Monge,Lycée,Essonne,48.68574491,2.34658301,0,0.463522093
Section d'enseignement professionnel du lycée polyvalent Paul Langevin,Lycée,Essonne,48.62755445,2.33352264,0,0.463522093
Ecole élémentaire privée time 4 school,École,Essonne,48.73115479,2.27793389,0,0.463522093
Ecole primaire privée la Lumière du Savoir,École,Essonne,48.61909203,2.46243804,0,0.463522093
Ecole secondaire privée Citizen for Society School,École,Essonne,48.72278565,2.28546264,0,0.463522093
Ecole privée bilingue internationale Nouqa,École,Essonne,48.69775813,2.18888652,0,0.463522093
Ecole Elémentaire privée Groupe Scolaire Excellence,École,Essonne,48.60602862,2.46434088,0,0.463522093
Ecole primaire privée La Plume Verte,École,Essonne,48.70578747,2.36497651,0,0.463522093
Ecole secondaire privée La Lumière du Savoir,École,Essonne,48.61909203,2.46243804,0,0.463522093
Ecole secondaire privée de la Trinité,École,Essonne,48.6489679,2.12092761,0,0.463522093
Ecole maternelle privée Montessori Evolutive Palaiseau,École,Essonne,48.71458433,2.2541587,0,0.463522093
Ecole primaire privée Crayons de Miel,École,Essonne,48.69243425,2.53516687,0,0.463522093
MFREO D'ORMOY LA RIVIERE,Autre,Essonne,48.39825229,2.14423071,0,0.463522093
Ecole générale et technologique privée Groupe Scolaire Excellence,École,Essonne,48.60602862,2.46434088,0,0.463522093
Lycée Général et Technologique La Lumière du Savoir,Lycée,Essonne,48.61909203,2.46243804,0,0.463522093
Ecole primaire privée ELAH,École,Essonne,48.67340496,2.13960758,0,0.463522093
Ecole secondaire privée ELAH,École,Essonne,48.67340496,2.13960758,0,0.463522093
Ecole élémentaire Pierre Lefèvre,École,Val-d'Oise,49.08794491,2.06593118,0,0.462851063
Ecole élémentaire,École,Val-d'Oise,49.19281145,1.69228564,0,0.462851063
Ecole élémentaire,École,Val-d'Oise,49.16883084,1.97802415,0,0.462851063
Ecole primaire privée La Source,École,Val-d'Oise,49.0763086,2.02740627,0,0.462851063
Section d'enseignement professionnel du lycée polyvalent Louis Armand,Lycée,Val-d'Oise,48.99562992,2.28755166,0,0.462851063
Ecole élémentaire privée Leonard de Vinci,École,Val-d'Oise,49.00204785,2.17405626,0,0.462851063
Ecole secondaire privée Léonard de Vinci,École,Val-d'Oise,49.00204785,2.17405626,0,0.462851063
Ecole 2D degré général privée Beth Yaacov,École,Val-d'Oise,48.98121393,2.37547447,0,0.462851063
Ecole primaire privée Talentiel,École,Val-d'Oise,49.03482201,2.0188861,0,0.462851063
Ecole primaire privée NER,École,Val-d'Oise,48.98220907,2.39097868,0,0.462851063
Ecole élémentaire privée Beth Yaacov,École,Val-d'Oise,48.98121393,2.37547447,0,0.462851063
Ecole élémentaire privée  Hanned,École,Val-d'Oise,48.94705325,2.21082956,0,0.462851063
Ecole primaire privée Bilingue Franco-Arménienne HRANT DINK,École,Val-d'Oise,48.98972128,2.41740866,0,0.462851063
Ecole privée La Maison des Enfants,École,Val-d'Oise,49.01673246,2.20835443,0,0.462851063
Ecole primaire privée du Petit Prince,École,Val-d'Oise,49.05421171,2.07295097,0,0.462851063
Ecole maternelle privée Esprit d'Eveil,École,Val-d'Oise,48.97855526,2.21663692,0,0.462851063
Ecole primaire privée Les petites souris de Montessori,École,Val-d'Oise,49.12519576,2.365677,0,0.462851063
Ecole élémentaire privée Les Petits Pas,École,Val-d'Oise,49.0507702,2.07129551,0,0.462851063
Collège Isabelle Autissier,Collège,Val-d'Oise,49.00087848,2.13895216,0,0.462851063
Lycée Saint-Joseph,Lycée,Val-d'Oise,48.95997372,2.23829082,0,0.462851063
Ecole secondaire privée les Petis Pas,École,Val-d'Oise,49.0507702,2.07129551,0,0.462851063
Ecole primaire privée Fihri,École,Val-d'Oise,48.99564188,2.38973753,0,0.462851063
