Nom_etablissement,Type_etablissement,Libelle_departement,latitude,longitude,Restauration,rest_priority_score
Ecole primaire Simone Veil,École,Var,43.77477835,6.24303576,0,0.442658669
Ecole primaire privée Cours Saint Dominique,École,Var,43.40157326,6.00500681,0,0.442658669
Ecole générale et tecnologique privée - Cours privé Mirabeau,École,Var,43.12710467,5.93039644,0,0.442658669
Ecole primaire Saint François de Paule,École,Var,43.44140914,6.75820053,0,0.442658669
Lycée Albert Camus,Lycée,Var,43.44370179,6.75395595,0,0.442658669
Ecole professionnelle privée Ecole Silvya Terrade Toulon,École,Var,43.12556761,5.93177711,0,0.442658669
Ecole élémentaire privée Bienheureux Marcel Callo,École,Var,43.39247264,6.34152839,0,0.442658669
Ecole professionnelle privée - Centre Bien-être et Beauté Infantino,École,Var,43.08810081,5.84389959,0,0.442658669
Ecole élémentaire privée l'Olivier,École,Var,43.40565963,6.05377852,0,0.442658669
Ecole Secondaire privée Jean-Baptiste Fouque,École,Var,43.30314803,6.19007331,0,0.442658669
Ecole élémentaire privée Montessori-Arbre de vie,École,Var,43.13273532,5.98087491,0,0.442658669
Ecole primaire privée Paroissiale de la Valette du Var,École,Var,43.13825997,5.98559317,0,0.442658669
Ecole primaire privée Cours du Faro,École,Var,43.12923347,5.94244652,0,0.442658669
Ecole primaire privée Jean-Baptiste Fouque,École,Var,43.30314803,6.19007331,0,0.442658669
Ecole professionnelle privée Académie de la beauté,École,Var,43.42806246,6.77986691,0,0.442658669
Ecole primaire privée Savoir et Etre,École,Var,43.53669321,6.45871682,0,0.442658669
Ecole élémentaire privée Montessori - L'Eclaireuse,École,Var,43.53528529,6.47186261,0,0.442658669
Ecole élémentaire privée Cours Eric Tabarly,École,Var,43.13873388,5.90451452,0,0.442658669
Ecole élémentaire privée Antoine Chevrier,École,Var,43.10912172,6.01567177,0,0.442658669
"Ecole secondaire privée Savoir et Etre, école bilingue dracénoise",École,Var,43.53669321,6.45871682,0,0.442658669
Ecole élémentaire privée Saint Joseph,École,Var,43.1266943,5.86472363,0,0.442658669
Ecole élémentaire privée Rêves en Grand,École,Var,43.15164841,5.91307192,0,0.442658669
Ecole secondaire privée Institut FF Golf - Terre blanche,École,Var,43.60759546,6.73141271,0,0.442658669
Ecole secondaire privée collège Montessori les éclaireurs,École,Var,43.5271364,6.4660452,0,0.442658669
Ecole Elémentaire Privée Les Coeurs Libres,École,Var,43.11874741,5.95272257,0,0.442658669
Ecole secondaire privée Collège Saint Joseph d'Ollioules,École,Var,43.12767075,5.86096644,0,0.442658669
Ecole élémentaire privée Massabielle,École,Var,43.11084811,5.95122463,0,0.442658669
Ecole élémentaire privée Ecole de Zoé,École,Var,43.43404638,6.75006153,0,0.442658669
Ecole 2nd degré prof. privée Institut des métiers de la mer - IMME,École,Var,43.45411921,6.69895305,0,0.442658669
Ecole élémentaire privée Emmanuel,École,Var,43.40295383,6.0770626,0,0.442658669
Collège Anatole France,Collège,Meurthe-et-Moselle,49.54470864,5.7903495,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,49.26981915,5.76107937,0,0.440979275
Ecole primaire du Pain de Sucre,École,Meurthe-et-Moselle,48.73279381,6.23442061,0,0.440979275
Ecole maternelle,École,Meurthe-et-Moselle,48.60838315,6.41275029,0,0.440979275
Ecole maternelle Henry Wallon,École,Meurthe-et-Moselle,49.21150306,5.97021959,0,0.440979275
Ecole maternelle Francisque Poulbot,École,Meurthe-et-Moselle,49.36924836,5.89606989,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.57352009,6.84564987,0,0.440979275
Ecole primaire du Grand Chêne,École,Meurthe-et-Moselle,48.74326311,6.34897934,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.43949197,6.06807049,0,0.440979275
Ecole élémentaire Henry Dunant,École,Meurthe-et-Moselle,48.63923866,6.40442017,0,0.440979275
Ecole élémentaire Jules Ferry,École,Meurthe-et-Moselle,49.42326062,5.90688997,0,0.440979275
Ecole primaire,École,Meurthe-et-Moselle,48.91876962,5.8094301,0,0.440979275
ECOLE ELEMENTAIRE PUBLIQUE,École,Meurthe-et-Moselle,48.61859986,6.39744039,0,0.440979275
ECOLE ELEMENTAIRE,École,Meurthe-et-Moselle,48.47453769,6.69090985,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.6023841,6.39563026,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.93310308,6.10356944,0,0.440979275
Ecole élémentaire La Pagette,École,Meurthe-et-Moselle,48.8662067,6.09735006,0,0.440979275
Ecole primaire,École,Meurthe-et-Moselle,48.44585367,6.56605963,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.59172688,6.15165051,0,0.440979275
Ecole élémentaire Léon Jacquemaire,École,Meurthe-et-Moselle,49.20449042,5.94297997,0,0.440979275
Ecole maternelle d'application Boudonville,École,Meurthe-et-Moselle,48.69809535,6.16423947,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.55052278,6.87990058,0,0.440979275
Ecole primaire du Fayel,École,Meurthe-et-Moselle,49.41953091,5.70503047,0,0.440979275
Ecole maternelle Jacques-Yves Cousteau,École,Meurthe-et-Moselle,48.76563018,6.12185068,0,0.440979275
Ecole primaire,École,Meurthe-et-Moselle,48.43557637,6.10639945,0,0.440979275
Ecole Elémentaire,École,Meurthe-et-Moselle,48.46399924,6.47333039,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,49.3475159,5.92482058,0,0.440979275
Ecole primaire,École,Meurthe-et-Moselle,49.39901479,5.88652525,0,0.440979275
Ecole primaire Louise Durival,École,Meurthe-et-Moselle,48.63162863,6.37525027,0,0.440979275
Ecole primaire,École,Meurthe-et-Moselle,49.50752772,5.63369949,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,49.08565618,5.92081986,0,0.440979275
Ecole primaire publique Géo Condé,École,Meurthe-et-Moselle,48.69662462,6.02961031,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.60113829,6.44050061,0,0.440979275
Ecole maternelle d'application Jacqueline BRIGIDI-GODEY,École,Meurthe-et-Moselle,49.54669583,5.78664026,0,0.440979275
Ecole maternelle Gilberte Monne,École,Meurthe-et-Moselle,48.77465386,6.12889065,0,0.440979275
Ecole primaire,École,Meurthe-et-Moselle,49.01075661,6.03311566,0,0.440979275
Ecole maternelle privée aux Moines,École,Meurthe-et-Moselle,48.84069022,6.06712018,0,0.440979275
Ecole maternelle,École,Meurthe-et-Moselle,49.17049305,5.91684977,0,0.440979275
Ecole maternelle Emile Duhamel,École,Meurthe-et-Moselle,49.20991245,5.93550009,0,0.440979275
Groupe Scolaire de la Vallée du Trey,Autre,Meurthe-et-Moselle,48.95411114,6.02930034,0,0.440979275
Ecole élémentaire Jean Morette,École,Meurthe-et-Moselle,49.20972091,5.93497979,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.79268061,6.05300058,0,0.440979275
Ecole élémentaire Jeuyète,École,Meurthe-et-Moselle,48.77456031,6.12851054,0,0.440979275
Ecole élémentaire Alphonse DAUDET,École,Meurthe-et-Moselle,49.17054911,5.91720967,0,0.440979275
Ecole maternelle,École,Meurthe-et-Moselle,48.83023514,6.1805894,0,0.440979275
Ecole élémentaire Paul Eluard,École,Meurthe-et-Moselle,49.36922639,5.89526015,0,0.440979275
Ecole élémentaire Gustave Eiffel,École,Meurthe-et-Moselle,48.76606992,6.12196958,0,0.440979275
Ecole maternelle Les Grandes Vignes,École,Meurthe-et-Moselle,48.54321825,6.14260344,0,0.440979275
Ecole élémentaire Ferdinand Aubert,École,Meurthe-et-Moselle,48.54200262,6.14200044,0,0.440979275
Ecole primaire d'application Chadelle,École,Meurthe-et-Moselle,49.53184598,5.76039051,0,0.440979275
Ecole élémentaire,École,Meurthe-et-Moselle,48.70388571,6.01914406,0,0.440979275
Ecole primaire Saint-Exupéry,École,Meurthe-et-Moselle,48.56737776,6.12573025,0,0.440979275
Ecole maternelle Mairy Mainville,École,Meurthe-et-Moselle,49.30357068,5.85986955,0,0.440979275
Institut Supérieur de Décoration,Lycée,Meurthe-et-Moselle,49.5292898,5.7650693,0,0.440979275
Ecole élémentaire d'application Charlemagne,École,Meurthe-et-Moselle,48.68403338,6.16231944,0,0.440979275
Ecole élémentaire d'application Europe Nations,École,Meurthe-et-Moselle,48.66353006,6.18155041,0,0.440979275
Ecole primaire Gilberte Monne,École,Meurthe-et-Moselle,48.55103535,6.24852967,0,0.440979275
Ecole élémentaire Romain Rolland,École,Meurthe-et-Moselle,49.21048943,5.9788797,0,0.440979275
Ecole Sainte Philomène,École,Meurthe-et-Moselle,48.67596408,6.18315006,0,0.440979275
Ecole primaire privée Des Possibles Association l'Effet Mouche,École,Meurthe-et-Moselle,48.5683426,5.74363895,0,0.440979275
Collège privé hors-contrat AVENIR,Collège,Meurthe-et-Moselle,48.69622491,6.12158817,0,0.440979275
Section d'enseignement professionnel du Lycée Louis Bertrand de Val-de-Briey,Lycée,Meurthe-et-Moselle,49.25529539,5.93546611,0,0.440979275
Ecole Primaire Publique,École,Isère,45.06328089,5.30097045,0,0.440382408
Ecole primaire publique,École,Isère,45.04634507,6.08684961,0,0.440382408
Ecole primaire,École,Isère,45.32633127,5.12050978,0,0.440382408
Ecole Primaire Publique,École,Isère,45.44139576,5.52792012,0,0.440382408
Ecole Primaire Publique Anna Bordel,École,Isère,45.67050323,5.5264397,0,0.440382408
Ecole Primaire Publique,École,Isère,45.69462368,5.52799003,0,0.440382408
Ecole Primaire Publique Antoine De Ville,École,Isère,44.8274573,5.61645018,0,0.440382408
Ecole Primaire Publique,École,Isère,44.98307207,5.6586796,0,0.440382408
Ecole primaire privée Saint Charles,École,Isère,45.52760746,4.87671966,0,0.440382408
Ecole primaire privée Robin,École,Isère,45.52282033,4.87065967,0,0.440382408
Ecole primaire privée de la Providence,École,Isère,45.20995707,5.40416026,0,0.440382408
Ecole primaire privée Sainte Marie,École,Isère,45.36813167,5.58638042,0,0.440382408
Ecole primaire privée Notre-Dame des Victoires,École,Isère,45.36745467,5.59585938,0,0.440382408
Ecole primaire privée Saint Laurent,École,Isère,45.29709707,5.48218038,0,0.440382408
Ecole primaire privée Saint Joseph,École,Isère,44.90516625,5.78644037,0,0.440382408
Maison d'enfants à caractère social Village de l'Amitié,Médico-social,Isère,45.24288014,5.63347049,0,0.440382408
Ecole primaire privée Les Eaux Vives,École,Isère,45.53044625,4.91060999,0,0.440382408
Ecole primaire privée Sainte Geneviève,École,Isère,45.35308573,5.5011103,0,0.440382408
Ecole primaire privée Saint Paul,École,Isère,45.44014001,4.77329973,0,0.440382408
Ecole primaire privée Soeur Emmanuelle,École,Isère,45.3376224,5.3432299,0,0.440382408
Ecole primaire,École,Isère,44.97488845,5.62049998,0,0.440382408
Groupe scolaire de Bocsozel,Autre,Isère,45.4201018,5.31484953,0,0.440382408
Ecole primaire,École,Isère,45.83961765,5.35459033,0,0.440382408
Ecole primaire,École,Isère,45.29367307,5.94871998,0,0.440382408
Ecole primaire,École,Isère,45.31786905,5.65628029,0,0.440382408
Ecole primaire privée Le Dauphin,École,Isère,45.15295241,5.3238101,0,0.440382408
Ecole primaire privée Notre-Dame de La Délivrande,École,Isère,45.18392587,5.7491705,0,0.440382408
Ecole primaire privée La Source,École,Isère,45.46752277,4.94335042,0,0.440382408
Ecole primaire privée Saint Hugues,École,Isère,45.39496778,6.07468976,0,0.440382408
Ecole primaire,École,Isère,45.44445875,4.79251006,0,0.440382408
Ecole primaire,École,Isère,45.38655918,4.88512968,0,0.440382408
Ecole primaire privée Saint Pierre,École,Isère,45.3972474,5.50561047,0,0.440382408
Ecole primaire privée,École,Isère,45.49303806,5.38155028,0,0.440382408
Ecole primaire privée Saint Joseph,École,Isère,45.58769788,5.27952036,0,0.440382408
Ecole primaire privée,École,Isère,45.45107738,5.28988056,0,0.440382408
Ecole primaire privée Bellecour,École,Isère,45.46455104,5.99159059,0,0.440382408
Ecole primaire privée Saint Joseph,École,Isère,45.42920833,5.51701981,0,0.440382408
Ecole maternelle Les Ardoisières,École,Isère,45.13215385,6.04059961,0,0.440382408
Ecole primaire Les Lauzes,École,Isère,45.75985893,5.28958046,0,0.440382408
Ecole primaire privée Saint Pierre,École,Isère,45.12416541,5.6708891,0,0.440382408
Ecole primaire privée Saint François,École,Isère,45.39293705,5.25584053,0,0.440382408
Ecole primaire privée Les Forges,École,Isère,45.6103104,5.49300988,0,0.440382408
Unité soins études (Clinique du Grésivaudan),Autre,Isère,45.20574596,5.74896599,0,0.440382408
Ecole primaire privée Les Tilleuls,École,Isère,45.39801212,5.42078978,0,0.440382408
Lycée général privé Sainte-Cécile- Institution Saint-François,Lycée,Isère,45.39194986,5.25485056,0,0.440382408
Lycée polyvalent privé Robin - Institution Robin,Lycée,Isère,45.52340385,4.87088436,0,0.440382408
Lycée professionnel privé François Verguin,Lycée,Isère,45.36274028,4.79588946,0,0.440382408
Lycée professionnel privé les Charmilles,Lycée,Isère,45.17587781,5.72768246,0,0.440382408
Lycée général privé Externat Notre-Dame,Lycée,Isère,45.17418391,5.73287946,0,0.440382408
Lycée professionnel privé Bordier,Lycée,Isère,45.17382869,5.72648055,0,0.440382408
Ecole primaire privée Notre-Dame de La Trinité,École,Isère,45.3406012,5.1834396,0,0.440382408
Ecole primaire,École,Isère,45.35225222,4.88304043,0,0.440382408
Collège Champollion,Collège,Isère,45.18638109,5.72584004,0,0.440382408
Lycée polyvalent Schneider Electric,Lycée,Isère,45.17422634,5.76316938,0,0.440382408
Collège privé La Terrasse,Collège,Isère,45.32739536,5.93360999,0,0.440382408
Collège privé externat Notre-Dame,Collège,Isère,45.17495186,5.73304952,0,0.440382408
Ecole primaire privée Saint Bruno,École,Isère,45.43285222,5.75594011,0,0.440382408
Ecole primaire Jules Ferry,École,Isère,45.18024827,5.74206058,0,0.440382408
Ecole primaire Les Ardoisières,École,Isère,45.12686118,6.03539957,0,0.440382408
Ecole maternelle publique,École,Isère,45.5721433,5.21886008,0,0.440382408
Ecole technique privée SILVYA TERRADE GRENOBLE,École,Isère,45.1902924,5.71954957,0,0.440382408
Ecole primaire privée Saint Joseph,École,Isère,45.305574,5.91356024,0,0.440382408
Lycée général et technologique Pierre Béghin,Lycée,Isère,45.32092117,5.58568057,0,0.440382408
Lycée polyvalent privé Philippine Duchesne - site de La Tronche,Lycée,Isère,45.19856559,5.75162226,0,0.440382408
Ecole primaire privée Ste-Philomène,École,Isère,45.64552433,5.23474955,0,0.440382408
Ecole primaire privée St-Joseph,École,Isère,45.25118932,5.36529038,0,0.440382408
Ecole élémentaire privée,École,Isère,45.21480587,5.77839042,0,0.440382408
Ecole secondaire privée hors contrat SAINTE FAMILLE,École,Isère,45.2399954,5.8517697,0,0.440382408
Ecole élémentaire,École,Isère,45.16202742,5.71234941,0,0.440382408
Ecole maternelle privé Montessori,École,Isère,45.1744681,5.70683977,0,0.440382408
Collège privé Les Charmilles,Collège,Isère,45.17587781,5.72768246,0,0.440382408
Ecole élémentaire privée Menthe Abricot Cerise,École,Isère,44.88231081,5.63996025,0,0.440382408
Ecole primaire privée Kerber,École,Isère,45.17740682,5.73742944,0,0.440382408
Section d'enseignement général et professionnel adapté du Collège Les Mattons,Collège,Isère,45.08683016,5.77628049,0,0.440382408
Ecole du seond degré privée hors contrat ESTHETIQUE DE VIENNE,École,Isère,45.52007961,4.8690797,0,0.440382408
Ecole Elémentaire Privée Belle Etoile,École,Isère,45.21066266,5.78964936,0,0.440382408
ECOLE PRIMAIRE PRIVEE LES VOYELLES COLOREES,École,Isère,45.20991331,5.7842598,0,0.440382408
A.B.C.,Autre,Isère,45.60771145,5.27078044,0,0.440382408
Ecole privée primaire postive school,École,Isère,45.18744198,5.77814949,0,0.440382408
école primaire Montéssori du Pays Viennois,École,Isère,45.45845929,4.82539959,0,0.440382408
ATELIER DES POSSIBLES,Autre,Isère,45.35091059,5.6041699,0,0.440382408
E.E.P,Autre,Isère,45.35091059,5.6041699,0,0.440382408
Ecole primaire privée oneschool global,École,Isère,45.30409355,4.81081305,0,0.440382408
école primaire  maison d'exploration SCHOLA NATURA,École,Isère,45.17614685,5.73516905,0,0.440382408
IFBEM ENSEIGNEMENTS PROFESSIONNELS,Autre,Isère,45.16717314,5.69809954,0,0.440382408
"Ecole privée hors contrat 1, 2,3 soleil",École,Isère,44.81747508,5.7497549,0,0.440382408
Ecole primaire hors contrat Aurore Boréale,École,Isère,45.69451221,5.52846062,0,0.440382408
Ecole secondaire privée Aurore Boréale,École,Isère,45.69469209,5.52550288,0,0.440382408
Ecole privée hors contrat cours Tom Morel,École,Isère,45.63362461,5.3612841,0,0.440382408
Ecole secondaire privée Saint Joseph,École,Isère,45.25044856,5.36061681,0,0.440382408
Ecole secondaire privée Menthe Abricot Cerise,École,Isère,44.88323898,5.63422081,0,0.440382408
Ecole primaire privée FISS,École,Isère,45.16455001,5.73670235,0,0.440382408
Ecole secondaire privée hors contrat French International Scientific School Of Grenoble (FISS),École,Isère,45.16455001,5.73670235,0,0.440382408
Ecole secondaire professionnelle privée de Saint-Egrève,École,Isère,45.2306243,5.68031082,0,0.440382408
ECOLE PRIMAIRE HORS CONTRAT ETRE ET DEVENIR,École,Isère,45.17258108,5.6876248,0,0.440382408
Ecole elementaire hors contrat - GS de Bièvre,École,Isère,45.32775217,5.258345,0,0.440382408
Collège privé hors contrat - GS de Bièvre,Collège,Isère,45.32775217,5.258345,0,0.440382408
Collège Pfeffel,Collège,Haut-Rhin,48.08391701,7.34695923,0,0.435382552
Lycée professionnel Joseph Vogt,Lycée,Haut-Rhin,47.76705589,6.99757122,0,0.435382552
Lycée professionnel Charles Stoessel,Lycée,Haut-Rhin,47.74765342,7.31962085,0,0.435382552
Lycée professionnel Roosevelt,Lycée,Haut-Rhin,47.7488163,7.33034468,0,0.435382552
Lycée Frédéric Kirschleger,Lycée,Haut-Rhin,48.0372807,7.13268989,0,0.435382552
Collège René Schickele,Collège,Haut-Rhin,47.57487818,7.55816446,0,0.435382552
Collège Victor Hugo,Collège,Haut-Rhin,48.07474741,7.35864584,0,0.435382552
Collège Kennedy,Collège,Haut-Rhin,47.74934637,7.33375058,0,0.435382552
Lycée professionnel privé Saint-Joseph de Cluny,Lycée,Haut-Rhin,47.75093413,7.3471002,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,47.95774228,7.3879297,0,0.435382552
Ecole primaire intercommunale,École,Haut-Rhin,47.93043589,7.3435738,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.94070985,7.45902256,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.86506247,7.03279365,0,0.435382552
Ecole élémentaire,École,Haut-Rhin,47.69009599,7.27015863,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.65946801,7.24048505,0,0.435382552
Ecole primaire intercommunale,École,Haut-Rhin,47.64361288,7.30932026,0,0.435382552
Ecole primaire Balschwiller-Buethwiller-Eglin,École,Haut-Rhin,47.66551773,7.18344045,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,48.03016282,7.14597564,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,48.03469038,7.17204002,0,0.435382552
Ecole primaire,École,Haut-Rhin,48.01287941,7.07128245,0,0.435382552
Ecole primaire Le Vieux Noyer,École,Haut-Rhin,47.98911248,7.55573578,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,48.10912187,7.43929728,0,0.435382552
Ecole maternelle,École,Haut-Rhin,47.80616113,6.90290629,0,0.435382552
Ecole maternelle Lina Ritter,École,Haut-Rhin,47.60821014,7.56812165,0,0.435382552
Ecole maternelle Colonel Dewatre,École,Haut-Rhin,47.88898521,7.54303063,0,0.435382552
Ecole maternelle,École,Haut-Rhin,47.6142992,7.21281101,0,0.435382552
Ecole maternelle,École,Haut-Rhin,47.87020645,7.45023204,0,0.435382552
Ecole primaire intercommunale Les coccinelles,École,Haut-Rhin,47.80800936,6.94253508,0,0.435382552
Ecole maternelle,École,Haut-Rhin,47.88567274,7.01042881,0,0.435382552
Ecole primaire intercommunale,École,Haut-Rhin,47.65902628,7.09664725,0,0.435382552
Ecole primaire intercommunale,École,Haut-Rhin,47.5647573,7.4411074,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.70183478,7.35950894,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.60480771,7.41477115,0,0.435382552
Ecole primaire intercommunale,École,Haut-Rhin,47.61879549,7.43573888,0,0.435382552
Ecole primaire Antoine Frossard,École,Haut-Rhin,47.71225343,7.50840739,0,0.435382552
Ecole Elémentaire  Albert Schweitzer,École,Haut-Rhin,47.60821014,7.56812165,0,0.435382552
Ecole maternelle La Clairière,École,Haut-Rhin,48.1248368,7.37958948,0,0.435382552
Ecole primaire Sébastien le Prestre,École,Haut-Rhin,48.01573162,7.5291279,0,0.435382552
Ecole maternelle intercommunale,École,Haut-Rhin,47.52381898,7.47572408,0,0.435382552
Section d'enseignement général et professionnel adapté du Collège Charles Walch,Collège,Haut-Rhin,47.80204091,7.1112291,0,0.435382552
Ecole primaire intercommunale Plein Soleil,École,Haut-Rhin,48.00104335,7.28762897,0,0.435382552
Ecole Elémentaire de la Hardt,École,Haut-Rhin,47.86922891,7.45297277,0,0.435382552
Ecole élémentaire François Mauriac,École,Haut-Rhin,48.12735104,7.37857569,0,0.435382552
Ecole primaire,École,Haut-Rhin,48.17196112,7.11607098,0,0.435382552
Ecole primaire privée Sainte Geneviève,École,Haut-Rhin,48.24653716,7.18192869,0,0.435382552
Ecole élémentaire,École,Haut-Rhin,47.80504698,6.93174298,0,0.435382552
Ecole élémentaire,École,Haut-Rhin,47.8072364,6.90635874,0,0.435382552
Collège Wolf,Collège,Haut-Rhin,47.75986121,7.33956154,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,47.83920721,6.92538684,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.82041463,7.17803219,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.88567229,7.05898395,0,0.435382552
Ecole intercommunale St Bernard Spechbach,École,Haut-Rhin,47.68045614,7.21637139,0,0.435382552
Section d'enseignement général et professionnel adapté du Collège Kennedy,Collège,Haut-Rhin,47.75196597,7.31145287,0,0.435382552
Collège Jean Mermoz,Collège,Haut-Rhin,47.79747992,7.23694376,0,0.435382552
Ecole primaire les abeilles,École,Haut-Rhin,47.5708992,7.24142854,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,47.49816442,7.38786181,0,0.435382552
Ecole élémentaire,École,Haut-Rhin,47.61490106,7.21216934,0,0.435382552
Ecole primaire,École,Haut-Rhin,48.16155195,7.36917559,0,0.435382552
Ecole élémentaire Les Tilleuls,École,Haut-Rhin,47.88606122,7.53566251,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.54989269,7.48061138,0,0.435382552
Groupe Scolaire Les Etangs et Les Roseaux,Autre,Haut-Rhin,47.6377441,7.53233167,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.88700531,7.2830003,0,0.435382552
Ecole primaire des 4 Fontaines,École,Haut-Rhin,47.83568239,7.17739125,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,47.56289179,7.30144399,0,0.435382552
Ecole maternelle intercommunale,École,Haut-Rhin,47.625875,7.45757814,0,0.435382552
Ecole primaire,École,Haut-Rhin,47.75106266,7.09264175,0,0.435382552
Ecole primaire intercommunale,École,Haut-Rhin,47.93048393,6.96493112,0,0.435382552
Ecole Elémentaire,École,Haut-Rhin,47.88594779,7.00986951,0,0.435382552
Ecole primaire lé cheke,École,Haut-Rhin,48.17077102,7.19391975,0,0.435382552
Ecole élémentaire privée Mathias Grunewald,École,Haut-Rhin,48.07368607,7.29089138,0,0.435382552
Ecole primaire Maurice ARNOLD,École,Haut-Rhin,47.94048601,7.14986674,0,0.435382552
Lycée Jean Henri Lambert,Lycée,Haut-Rhin,47.75447687,7.33008233,0,0.435382552
Ecole secondaire privée Collège Daniel,École,Haut-Rhin,47.90437046,7.21902827,0,0.435382552
Lycée polyvalent privé Saint-Joseph de Cluny,Lycée,Haut-Rhin,47.75093413,7.3471002,0,0.435382552
Ecole élémentaire privée Daniel,École,Haut-Rhin,47.90437046,7.21902827,0,0.435382552
Lycée polyvalent Lazare de Schwendi,Lycée,Haut-Rhin,48.0907052,7.29654801,0,0.435382552
Lycée Daniel (Ecole secondaire privée),École,Haut-Rhin,47.90437046,7.21902827,0,0.435382552
Ecole primaire privée Zweisprachige Schule,École,Haut-Rhin,48.09806935,7.3059587,0,0.435382552
Ecole élémentaire privée Emmanuel,École,Haut-Rhin,47.58030421,7.55804824,0,0.435382552
Ecole primaire privé Waldala,École,Haut-Rhin,47.78696895,7.21894594,0,0.435382552
Ecole/CFA Terrade,École,Haut-Rhin,47.74272111,7.33914585,0,0.435382552
Ecole primaire publique,École,Haut-Rhin,47.89681058,6.98449024,0,0.435382552
Ecole élémentaire intercommunale,École,Haut-Rhin,47.46703975,7.38042644,0,0.435382552
Ecole élémentaire privée hors contrat Ner Lermosché,École,Haut-Rhin,47.59071013,7.5611536,0,0.435382552
Collège privé Ner Lemosché,Collège,Haut-Rhin,47.59071013,7.5611536,0,0.435382552
Appuiformation,Autre,Haut-Rhin,47.75811311,7.32676907,0,0.435382552
Ecole primaire Alliance Oberlin,École,Haut-Rhin,47.77065242,7.32662069,0,0.435382552
Ecole privée Waldala,École,Haut-Rhin,47.78696895,7.21894594,0,0.435382552
Ecole maternelle privée ABCM Zweisprachigkeit,École,Haut-Rhin,47.54776714,7.3776788,0,0.435382552
Ecole primaire privée les petits Roseaux,École,Haut-Rhin,48.09482269,7.55589549,0,0.435382552
Ecole primaire privée ABCM Zweispachigkeit,École,Haut-Rhin,47.85923513,7.05000642,0,0.435382552
Ecole Montessori Mulhouse,École,Haut-Rhin,47.79927491,7.34023106,0,0.435382552
Ecole primaire du Ciel,École,Haut-Rhin,48.01019492,7.55540382,0,0.435382552
Ecole élémentaire privée Avicenne,École,Haut-Rhin,47.74772542,7.29379779,0,0.435382552
Ecole primaire privée internationale les 3 Frontières,École,Haut-Rhin,47.59558623,7.5516669,0,0.435382552
Ecole maternelle privée Tzama,École,Haut-Rhin,47.65691236,7.50613543,0,0.435382552
Collège privé hors contrat Avicenne,Collège,Haut-Rhin,47.74772542,7.29379779,0,0.435382552
Ecole des Collines,École,Haut-Rhin,47.46970768,7.44778268,0,0.435382552
Ecole Privée Sainte Odile,École,Haut-Rhin,48.13362825,7.29857709,0,0.435382552
Ecole La P'tite Bergerie Montessori,École,Haut-Rhin,47.68295901,7.21200455,0,0.435382552
Ecole primaire publique,École,Marne,48.80176183,3.92587019,0,0.43222918
Ecole primaire,École,Marne,48.68827722,3.87047056,0,0.43222918
Ecole primaire le Petit Prince,École,Marne,49.08516315,4.34849964,0,0.43222918
Ecole élémentaire,École,Marne,48.8034173,4.25989038,0,0.43222918
Ecole primaire,École,Marne,49.03478287,4.69914965,0,0.43222918
Ecole primaire Beautemps Beaupré,École,Marne,49.12525343,4.85723951,0,0.43222918
Ecole primaire,École,Marne,49.18722085,4.78708593,0,0.43222918
Ecole Primaire,École,Marne,48.70263188,4.5400998,0,0.43222918
Ecole primaire,École,Marne,48.68340647,4.88245063,0,0.43222918
Ecole élémentaire,École,Marne,48.6945022,4.80264038,0,0.43222918
Ecole élémentaire,École,Marne,48.68021679,4.83257064,0,0.43222918
Ecole primaire,École,Marne,49.01019975,4.1866405,0,0.43222918
Ecole primaire,École,Marne,49.07238087,3.92615014,0,0.43222918
Ecole primaire privée Val des Bois,École,Marne,49.35318923,4.21640966,0,0.43222918
Ecole primaire,École,Marne,48.70780477,4.65982031,0,0.43222918
